# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F00096_01	F00096_01	30-048-02	類聚名義抄_天理図書館_観智院本	111	84	伋	伋	伋	伋					入	入				音急（入）			K0100553	音注声点有_類音注等	
F00096_01b	F00096_01	30-048-02	類聚名義抄_天理図書館_観智院本	112	84	急	急	急	急					入	入				音急（入）			K0100553	音注声点有_類音注等	音注字
F00098_01	F00098_01	30-048-02	類聚名義抄_天理図書館_観智院本	113	86	仅	仅	仅	仅									乃都（平）反				K0100561	音注声点有_反切	
F00098_01b	F00098_01	30-048-02	類聚名義抄_天理図書館_観智院本	114	86	都	都	都	都					平	平							K0100561	音注声点有_反切	反切下字
F00101_01	F00101_01	30-048-02	類聚名義抄_天理図書館_観智院本	115	88	似	似	似	似									徐姉反				K0100564	音注声点無_反切	
F00101_02	F00101_02	30-048-02	類聚名義抄_天理図書館_観智院本	116	88	似	似	似	似							和音シ						K0100564	音注和音声点無	
F00105_01	F00105_01	30-048-02	類聚名義抄_天理図書館_観智院本	117	89	佽	佽	佽	佽										音次			K0100582	音注声点無_類音注等	
F00106_01	F00106_01	30-048-02	類聚名義抄_天理図書館_観智院本	118	90	攸	攸	攸	攸										音由			K0100583	音注声点無_類音注等	
F00111_02	F00111_02	30-048-02	類聚名義抄_天理図書館_観智院本	119	91	偱	偱	偱	偱										音巡			K0100622	音注声点無_類音注等	
F00114_04	F00114_04	30-048-02	類聚名義抄_天理図書館_観智院本	120	92	倏	倏	倏	倏										音叔			K0100632	音注声点無_類音注等	
F00114_05	F00114_05	30-048-02	類聚名義抄_天理図書館_観智院本	121	92	倏	倏	倏	倏										和宿			K0100632	音注和音声点無	
F00114_06	F00114_06	30-048-02	類聚名義抄_天理図書館_観智院本	122	92	倏	倏	倏	倏										《漢書》蕭音			K0100632	音注声点無_類音注等	
F00118_02	F00118_02	30-048-02	類聚名義抄_天理図書館_観智院本	123	93	儵	儵	儵	儵												音同上	K0100644	音注同	
F00121_02	F00121_02	30-048-02	類聚名義抄_天理図書館_観智院本	124	94	絛	絛	絛	絛									他力反				K0100654	音注声点無_反切	
F00122_01	F00122_01	30-048-02	類聚名義抄_天理図書館_観智院本	125	95	鯈	鯈	鯈	鯈										音條			K0100662	音注声点無_類音注等	
F00124_01	F00124_01	30-048-02	類聚名義抄_天理図書館_観智院本	126	96	䖺	䖺	䖺	䖺										音條			K0100671	音注声点無_類音注等	
F00126_01	F00126_01	30-048-02	類聚名義抄_天理図書館_観智院本	127	97	𠏤	𠏤	𠏤	𠏤									渠往（上）反				K0100673	音注声点有_反切	
F00126_01b	F00126_01	30-048-02	類聚名義抄_天理図書館_観智院本	128	97	往	往	往	往					上	上							K0100673	音注声点有_反切	
F00127_01	F00127_01	30-048-02	類聚名義抄_天理図書館_観智院本	129	99	㒠	㒠	㒠	㒠									下介（去）「カイ」反				K0100674	音注声点有_反切	
F00127_01b	F00127_01	30-048-02	類聚名義抄_天理図書館_観智院本	130	99	介	介	介	介							カイ						K0100674	音注声点有_反切	
F00128_01	F00128_01	30-048-02	類聚名義抄_天理図書館_観智院本	131	101	𠎷	𠎷	𠎷	𠎷									先盍反				K0100681	音注声点無_反切	
F00130_01	F00130_01	30-048-02	類聚名義抄_天理図書館_観智院本	132	102	侞	侞	侞	侞									而招（平）反				K0100683	音注声点有_反切	
F00130_01b	F00130_01	30-048-02	類聚名義抄_天理図書館_観智院本	133	102	招	招	招	招					平	平							K0100683	音注声点有_反切	反切下字
F00130_02	F00130_02	30-048-02	類聚名義抄_天理図書館_観智院本	134	102	侞	侞	侞	侞										又如上〔音〕			K0100683	音注声点無_類音注等	
F00132_01	F00132_01	30-048-02	類聚名義抄_天理図書館_観智院本	135	104	俰	俰	俰	俰									呼卧反				K0100711	音注声点無_反切	
F00133_01	F00133_01	30-048-02	類聚名義抄_天理図書館_観智院本	136	105	伽	伽	伽	伽										音迦			K0100712	音注声点無_類音注等	
F00133_04	F00133_04	30-048-02	類聚名義抄_天理図書館_観智院本	137	105	伽	伽	伽	伽							和カ（N）						K0100712	音注和音声点有	
F00137_01	F00137_01	30-048-02	類聚名義抄_天理図書館_観智院本	138	106	僊	僊	僊	僊										音鮮			K0100722	音注声点無_類音注等	
F00143_02	F00143_02	30-048-02	類聚名義抄_天理図書館_観智院本	139	107	僫	⿰亻𢙣	僫	⿰亻𢙣									烏卧反				K0100732	音注声点無_反切	
F00144_01	F00144_01	30-048-02	類聚名義抄_天理図書館_観智院本	140	108	偠	偠	偠	偠										音杳			K0100733	音注声点無_類音注等	
F00146_01	F00146_01	30-048-02	類聚名義抄_天理図書館_観智院本	141	109	𫣗	𫣗	𫣗	𫣗									無兖反				K0100741	音注声点無_反切	
F00148_01	F00148_01	30-048-02	類聚名義抄_天理図書館_観智院本	142	110	僄	僄	僄	僄										漂音			K0100743	音注声点無_類音注等	
F00152_01	F00152_01	30-048-02	類聚名義抄_天理図書館_観智院本	143	111	什	什	什	什					入	入				音十（入）			K0100752	音注声点有_類音注等	
F00152_01b	F00152_01	30-048-02	類聚名義抄_天理図書館_観智院本	144	111	十	十	十	十					入	入				音十（入）			K0100752	音注声点有_類音注等	音注字
F00154_01	F00154_01	30-048-02	類聚名義抄_天理図書館_観智院本	145	113	仟	仟	仟	仟					平	平				音千（平）			K0100761	音注声点有_類音注等	
F00154_01b	F00154_01	30-048-02	類聚名義抄_天理図書館_観智院本	146	113	千	千	千	千					平	平				音千（平）			K0100761	音注声点有_類音注等	音注字
F00155_01	F00155_01	30-048-02	類聚名義抄_天理図書館_観智院本	147	115	仆	仆	仆	仆					入	入				音匐（入）「ホク」			K0100762	音注声点有_類音注等	
F00155_01b	F00155_01	30-048-02	類聚名義抄_天理図書館_観智院本	148	115	仆	仆	仆	仆										又赴			K0100762	音注声点無_類音注等	
F00155_01c	F00155_01	30-048-02	類聚名義抄_天理図書館_観智院本	149	115	匐	匐	匐	匐					入	入	ホク			音匐（入）「ホク」			K0100762	音注声点有_類音注等	音注字
F00155_02	F00155_02	30-048-02	類聚名義抄_天理図書館_観智院本	150	115	仆	仆	仆	仆							和ホク						K0100762	音注和音声点無	
F00155_03	F00155_03	30-048-02	類聚名義抄_天理図書館_観智院本	151	115	仆	仆	仆	仆							フ						K0100762	音注和音声点無	
F00156_01	F00156_01	30-048-02	類聚名義抄_天理図書館_観智院本	152	117	付	付	付	付										音賦			K0100764	音注声点無_類音注等	
F00156_06	F00156_06	30-048-02	類聚名義抄_天理図書館_観智院本	153	117	付	付	付	付												和平	K0100764	音注和音声調	
F00157_01	F00157_01	30-048-02	類聚名義抄_天理図書館_観智院本	154	118	休	休	休	休									許尤（平）反				K0100771	音注声点有_反切	
F00157_01b	F00157_01	30-048-02	類聚名義抄_天理図書館_観智院本	155	118	尤	尤	尤	尤					平	平							K0100771	音注声点有_反切	反切下字
F00157_07	F00157_07	30-048-02	類聚名義抄_天理図書館_観智院本	156	118	休	休	休	休									又呼交反				K0100771	音注声点無_反切	
F00157_11	F00157_11	30-048-02	類聚名義抄_天理図書館_観智院本	157	118	休	休	休	休							和ク（平）						K0100771	音注和音声点有	
F00162_01	F00162_01	30-048-02	類聚名義抄_天理図書館_観智院本	158	120	伓	伓	伓	伓									普悲反				K0100782	音注声点無_反切	
F00166_01	F00166_01	30-048-02	類聚名義抄_天理図書館_観智院本	159	121	鵂	鵂	鵂	鵂					平	平				休（平）音			K0100812	音注声点有_類音注等	
F00168_01	F00168_01	30-048-02	類聚名義抄_天理図書館_観智院本	160	122	何	何	何	何									胡歌反				K01008132	音注声点無_反切	
F00168_15	F00168_15	30-048-02	類聚名義抄_天理図書館_観智院本	161	122	何	何	何	何							和カ（N）						K01008132	音注和音声点有	
F00191_01	F00191_01	30-048-02	類聚名義抄_天理図書館_観智院本	162	123	伺	伺	伺	伺					平／去	平／去				司（平）笥（去）二音			K0100882	音注声点有_類音注等	
F00191_01b	F00191_01	30-048-02	類聚名義抄_天理図書館_観智院本	163	123	司	司	司	司					平	平				司（平）笥（去）二音			K0100882	音注声点有_類音注等	音注字
F00191_01c	F00191_01	30-048-02	類聚名義抄_天理図書館_観智院本	164	123	笥	笥	笥	笥					去	去				司（平）笥（去）二音			K0100882	音注声点有_類音注等	音注字
F00191_02	F00191_02	30-048-02	類聚名義抄_天理図書館_観智院本	165	123	伺	伺	伺	伺												和平	K0100882	音注和音声調	
F00192_01	F00192_01	30-048-02	類聚名義抄_天理図書館_観智院本	166	126	侗	侗	侗	侗										通音			K0100883	音注声点無_類音注等	
F00192_02	F00192_02	30-048-02	類聚名義抄_天理図書館_観智院本	167	126	侗	侗	侗	侗					平	平				又同（平）音			K0100883	音注声点有_類音注等	
F00193_01	F00193_01	30-048-02	類聚名義抄_天理図書館_観智院本	168	127	倜	倜	倜	倜										音惕			K0100884	音注声点無_類音注等	
F00194_02	F00194_02	30-048-02	類聚名義抄_天理図書館_観智院本	169	128	侚	侚	侚	侚									詞駿（去）反				K0100911	音注声点有_反切	
F00194_02b	F00194_02	30-048-02	類聚名義抄_天理図書館_観智院本	170	128	駿	駿	駿	駿					去	去							K0100911	音注声点有_反切	
F00194_08	F00194_08	30-048-02	類聚名義抄_天理図書館_観智院本	171	128	侚	侚	侚	侚							和受ン						K0100911	音注和音声点無	
F00196_01	F00196_01	30-048-02	類聚名義抄_天理図書館_観智院本	172	130	佝	佝	佝	佝					去	去				搆（去）「コウ」音			K0100921	音注声点有_類音注等	
F00196_01b	F00196_01	30-048-02	類聚名義抄_天理図書館_観智院本	173	130	搆	搆	搆	搆					去	去	コウ			搆（去）「コウ」音			K0100921	音注声点有_類音注等	音注字
F00197_01	F00197_01	30-048-02	類聚名義抄_天理図書館_観智院本	174	132	仢	仢	仢	仢					＊／入	＊／入				雹斫（入）「シヤク」二音			K0100922	音注声点有_類音注等	
F00197_01b	F00197_01	30-048-02	類聚名義抄_天理図書館_観智院本	175	132	斫	斫	斫	斫					入	入	シヤク			雹斫（入）「シヤク」二音			K0100922	音注声点有_類音注等	音注字
F00197_02	F00197_02	30-048-02	類聚名義抄_天理図書館_観智院本	176	132	仢	仢	仢	仢									亘約反				K0100922	音注声点無_反切	
F00198_01	F00198_01	30-048-02	類聚名義抄_天理図書館_観智院本	177	134	伆	伆	伆	伆										音吻			K0100923	音注声点無_類音注等	
F00198_02	F00198_02	30-048-02	類聚名義抄_天理図書館_観智院本	178	134	伆	伆	伆	伆									又武弗反				K0100923	音注声点無_反切	
F00200_01	F00200_01	30-048-02	類聚名義抄_天理図書館_観智院本	179	135	佰	佰	佰	佰					平濁	平濁	ハク	ハク				◎佰（入濁）「ハク」	K0100931	音注声点有_類音注等	
F00200_02	F00200_02	30-048-02	類聚名義抄_天理図書館_観智院本	180	135	佰	佰	佰	佰										音階			K0100931	音注声点無_類音注等	
F00201_01	F00201_01	30-048-02	類聚名義抄_天理図書館_観智院本	181	136	伯	伯	伯	伯										音百「ハク」			K0100932	音注声点無_類音注等	
F00201_01b	F00201_01	30-048-02	類聚名義抄_天理図書館_観智院本	182	136	百	百	百	百							ハク						K0100932	音注声点無_類音注等	
F00204_01	F00204_01	30-048-02	類聚名義抄_天理図書館_観智院本	183	138	仇	仇	仇	仇					平	平				音裘（平）			K0100941	音注声点有_類音注等	
F00204_01b	F00204_01	30-048-02	類聚名義抄_天理図書館_観智院本	184	138	裘	裘	裘	裘					平	平				音裘（平）			K0100941	音注声点有_類音注等	音注字
F00205_01	F00205_01	30-048-02	類聚名義抄_天理図書館_観智院本	185	140	𠆩	𠆩	𠆩	𠆩										音泛			K0100943	音注声点無_類音注等	
F00206_01	F00206_01	30-048-02	類聚名義抄_天理図書館_観智院本	186	141	仉	仉	仉	仉										掌音			K0100944	音注声点無_類音注等	
F00208_01	F00208_01	30-048-02	類聚名義抄_天理図書館_観智院本	187	142	伍	伍	伍	伍					上濁	上濁				音五（上濁）			K0100952	音注声点有_類音注等	
F00208_01b	F00208_01	30-048-02	類聚名義抄_天理図書館_観智院本	188	142	五	五	五	五					上濁	上濁				音五（上濁）			K0100952	音注声点有_類音注等	音注字
F00210_01	F00210_01	30-048-02	類聚名義抄_天理図書館_観智院本	189	144	伉	伉	伉	伉									苦浪反				K0100961	音注声点無_反切	
F00210_02	F00210_02	30-048-02	類聚名義抄_天理図書館_観智院本	190	144	伉	伉	伉	伉										呉音掌			K0100961	音注呉音	
F00212_04	F00212_04	30-048-02	類聚名義抄_天理図書館_観智院本	191	145	儷	儷	伉儷	伉儷			2							音麗			K0100971	音注声点無_類音注等	
F00215_02	F00215_02	30-048-02	類聚名義抄_天理図書館_観智院本	192	146	㐳	㐳	㐳	㐳									五骨反				K0100983	音注声点無_反切	
F00216_01	F00216_01	30-048-02	類聚名義抄_天理図書館_観智院本	193	147	仡	仡	仡	仡					入／入	入／入				吃（入）迄（入）二音			K0100984	音注声点有_類音注等	
F00216_01b	F00216_01	30-048-02	類聚名義抄_天理図書館_観智院本	194	147	吃	吃	吃	吃					入	入				吃（入）迄（入）二音			K0100984	音注声点有_類音注等	音注字
F00216_01c	F00216_01	30-048-02	類聚名義抄_天理図書館_観智院本	195	147	迄	迄	迄	迄					入	入				吃（入）迄（入）二音			K0100984	音注声点有_類音注等	音注字
F00216_04	F00216_04	30-048-02	類聚名義抄_天理図書館_観智院本	196	147	仡	仡	仡	仡									又魚訖反				K0100984	音注声点無_反切	
F00220_01	F00220_01	30-048-02	類聚名義抄_天理図書館_観智院本	197	150	俒	俒	俒	俒					去	去				音困（去）			K0101014	音注声点有_類音注等	
F00220_01b	F00220_01	30-048-02	類聚名義抄_天理図書館_観智院本	198	150	困	困	困	困					去	去				音困（去）			K0101014	音注声点有_類音注等	音注字
F00223_01	F00223_01	30-048-02	類聚名義抄_天理図書館_観智院本	199	152	侻	侻	侻	侻									他活（入）反				K0101023	音注声点有_反切	
F00223_01b	F00223_01	30-048-02	類聚名義抄_天理図書館_観智院本	200	152	侻	侻	侻	侻													K0101023	音注声点有_反切	
F00224_01	F00224_01	30-048-02	類聚名義抄_天理図書館_観智院本	201	153	侁	侁	侁	侁					平	平				詵（平）「シン」音			K0101024	音注声点有_類音注等	
F00224_01b	F00224_01	30-048-02	類聚名義抄_天理図書館_観智院本	202	153	詵	詵	詵	詵					平	平	シン			詵（平）「シン」音			K0101024	音注声点有_類音注等	音注字
F00225_01	F00225_01	30-048-02	類聚名義抄_天理図書館_観智院本	203	155	侊	侊	侊	侊					平	平				音光（平）又觥			K0101031	音注声点有_類音注等	
F00225_01b	F00225_01	30-048-02	類聚名義抄_天理図書館_観智院本	204	155	侊	侊	侊	侊					平	平				音光（平）又觥			K0101031	音注声点有_類音注等	
F00227_01	F00227_01	30-048-02	類聚名義抄_天理図書館_観智院本	205	156	僥	僥	僥	僥					平濁	平濁				音堯（平濁）			K0101033	音注声点有_類音注等	
F00227_01b	F00227_01	30-048-02	類聚名義抄_天理図書館_観智院本	206	156	堯	堯	堯	堯					平濁	平濁				音堯（平濁）			K0101033	音注声点有_類音注等	音注字
F00228_02	F00228_02	30-048-02	類聚名義抄_天理図書館_観智院本	207	158	倖	倖	僥倖	僥倖			2		上	＊上				音幸（上）			K0101041	音注声点有_類音注等	
F00231_01	F00231_01	30-048-02	類聚名義抄_天理図書館_観智院本	208	159	俛	俛	俛	俛										音免			K0101051	音注声点無_類音注等	
F00232_02	F00232_02	30-048-02	類聚名義抄_天理図書館_観智院本	209	160	俯	俯	俯仰	俯仰			1		上	上上				音府（）			K0101053	音注声点有_類音注等	
F00233_03	F00233_03	30-048-02	類聚名義抄_天理図書館_観智院本	210	161	仰	仰	俯仰	俯仰			2						下魚（平濁）掌（上）反				K0101061	音注声点有_反切	
F00233_03b	F00233_03	30-048-02	類聚名義抄_天理図書館_観智院本	211	161	魚	魚	魚	魚					平濁	平濁							K0101061	音注声点有_反切	
F00233_03c	F00233_03	30-048-02	類聚名義抄_天理図書館_観智院本	212	161	掌	掌	掌	掌					上	上							K0101061	音注声点有_反切	
F00233_09	F00233_09	30-048-02	類聚名義抄_天理図書館_観智院本	213	161	仰	仰	俯仰	俯仰			2				和カウ	＊カウ					K0101061	音注和音声点無	
F00236_01	F00236_01	30-048-02	類聚名義抄_天理図書館_観智院本	214	164	儳	儳	儳	儳										音巉			K0101072	音注声点無_類音注等	
F00240_02	F00240_02	30-048-02	類聚名義抄_天理図書館_観智院本	215	165	僶	僶	僶	僶									亡（平濁）忍（上濁）反				K0101083	音注声点有_反切	
F00240_02b	F00240_02	30-048-02	類聚名義抄_天理図書館_観智院本	216	165	亡	亡	亡	亡					平濁	平濁							K0101083	音注声点有_反切	
F00240_02c	F00240_02	30-048-02	類聚名義抄_天理図書館_観智院本	217	165	忍	忍	忍	忍					上濁	上濁							K0101083	音注声点有_反切	
F00241_01	F00241_01	30-048-02	類聚名義抄_天理図書館_観智院本	218	168	傀	傀	傀儡	傀儡			1							賄礧「ライ」二音			K0101111	音注声点無_類音注等	
F00241_01b	F00241_01	30-048-02	類聚名義抄_天理図書館_観智院本	219	168	儡	儡	傀儡	傀儡			2							賄礧「ライ」二音			K0101111	音注声点無_類音注等	
F00241_01c	F00241_01	30-048-02	類聚名義抄_天理図書館_観智院本	220	168	礧	礧	礧	礧							ライ						K0101111	音注声点無_類音注等	
F00241_03	F00241_03	30-048-02	類聚名義抄_天理図書館_観智院本	221	168	傀	傀	傀儡	傀儡			1						又古（上濁）靡反				K0101111	音注声点有_反切	
F00241_03b	F00241_03	30-048-02	類聚名義抄_天理図書館_観智院本	222	168	古	古	古	古					上濁	上濁							K0101111	音注声点有_反切	
F00251_02	F00251_02	30-048-02	類聚名義抄_天理図書館_観智院本	223	171	儇	儇	儇	儇									火縁反				K0101142	音注声点無_反切	
F00252_01	F00252_01	30-048-02	類聚名義抄_天理図書館_観智院本	224	172	佃	佃	佃	佃										音田			K0101144	音注声点無_類音注等	
F00252_02	F00252_02	30-048-02	類聚名義抄_天理図書館_観智院本	225	172	佃	佃	佃	佃									又同年反				K0101144	音注声点無_反切	
F00253_01	F00253_01	30-048-02	類聚名義抄_天理図書館_観智院本	226	173	伷	伷	伷	伷									紂書反				K0101151	音注声点無_反切	
F00254_01	F00254_01	30-048-02	類聚名義抄_天理図書館_観智院本	227	174	𠌃	𠌃	𠌃	𠌃									力救反				K0101152	音注声点無_反切	
F00255_01	F00255_01	30-048-02	類聚名義抄_天理図書館_観智院本	228	175	僤	僤	僤	僤										憚音			K0101153	音注声点無_類音注等	
F00256_03	F00256_03	30-048-02	類聚名義抄_天理図書館_観智院本	229	176	侽	侽	侽	侽									女感反				K0101154	音注声点無_反切	
F00256_04	F00256_04	30-048-02	類聚名義抄_天理図書館_観智院本	230	176	侽	侽	侽	侽										又音男			K0101154	音注声点無_類音注等	
F00257_01	F00257_01	30-048-02	類聚名義抄_天理図書館_観智院本	231	177	俾	俾	俾	俾										音庇「ヒ」			K0101162	音注声点無_類音注等	
F00257_01b	F00257_01	30-048-02	類聚名義抄_天理図書館_観智院本	232	177	庇	庇	庇	庇							ヒ						K0101162	音注声点無_類音注等	
F00257_13	F00257_13	30-048-02	類聚名義抄_天理図書館_観智院本	233	177	俾	俾	俾	俾									又普米反				K0101162	音注声点無_反切	
F00258_01	F00258_01	30-048-02	類聚名義抄_天理図書館_観智院本	234	179	𠉶	𠉶	𠉶	𠉶									必弭（上濁）普米反				K0101171	音注声点有_反切	
F00258_01b	F00258_01	30-048-02	類聚名義抄_天理図書館_観智院本	235	179	弭	弭	弭	弭					上濁	上濁							K0101171	音注声点有_反切	
F00259_01	F00259_01	30-048-02	類聚名義抄_天理図書館_観智院本	236	181	偶	偶	偶	偶					上濁	上濁				音藕（上濁）			K0101172	音注声点有_類音注等	
F00259_01b	F00259_01	30-048-02	類聚名義抄_天理図書館_観智院本	237	181	藕	藕	藕	藕					上濁	上濁				音藕（上濁）			K0101172	音注声点有_類音注等	音注字
F00260_01	F00260_01	30-048-02	類聚名義抄_天理図書館_観智院本	238	183	伸	伸	伸	伸										音真			K0101174	音注声点無_類音注等	
F00262_03	F00262_03	30-048-02	類聚名義抄_天理図書館_観智院本	239	184	𠇺	𠇺	𠇺	𠇺									胡甲反				K0101182	音注声点無_反切	
F00263_01	F00263_01	30-048-02	類聚名義抄_天理図書館_観智院本	240	185	仲	仲	仲	仲									厨諷反				K0101183	音注声点無_反切	
F00265_02	F00265_02	30-048-02	類聚名義抄_天理図書館_観智院本	241	186	⿰亻箄	⿰亻箄	⿰亻箄	⿰亻箄									北買反				K0101212	音注声点無_反切	
F00266_01	F00266_01	30-048-02	類聚名義抄_天理図書館_観智院本	242	187	偲	偲	偲	偲									七材（平）反				K0101213	音注声点有_反切	
F00266_01b	F00266_01	30-048-02	類聚名義抄_天理図書館_観智院本	243	187	材	材	材	材					平	平							K0101213	音注声点有_反切	反切下字
F00266_04	F00266_04	30-048-02	類聚名義抄_天理図書館_観智院本	244	187	偲	偲	偲	偲							サイ						K0101213	音注和音声点無	
F00267_01	F00267_01	30-048-02	類聚名義抄_天理図書館_観智院本	245	189	⿰亻忍	⿰亻忍	⿰亻忍	⿰亻忍					去濁	去濁				音刃（去濁）			K0101214	音注声点有_類音注等	
F00267_01b	F00267_01	30-048-02	類聚名義抄_天理図書館_観智院本	246	189	刃	刃	刃	刃					去濁	去濁				音刃（去濁）			K0101214	音注声点有_類音注等	音注字
F00268_01	F00268_01	30-048-02	類聚名義抄_天理図書館_観智院本	247	191	偎	偎	偎	偎					上	上				隅（上）音			K0101221	音注声点有_類音注等	
F00270_01	F00270_01	30-048-02	類聚名義抄_天理図書館_観智院本	248	192	倮	倮	倮	倮									力果（上）反				K0101223	音注声点有_反切	
F00270_01b	F00270_01	30-048-02	類聚名義抄_天理図書館_観智院本	249	192	果	果	果	果					上	上							K0101223	音注声点有_反切	
F00273_01	F00273_01	30-048-02	類聚名義抄_天理図書館_観智院本	250	194	傫	傫	傫	傫									力追「ツイ」反				K0101233	音注声点無_反切	
F00273_01b	F00273_01	30-048-02	類聚名義抄_天理図書館_観智院本	251	194	追	追	追	追							ツイ						K0101233	音注声点無_反切	
F00273_03	F00273_03	30-048-02	類聚名義抄_天理図書館_観智院本	252	194	傫	傫	傫	傫										又磊音			K0101233	音注声点無_類音注等	
F00276_02	F00276_02	30-048-02	類聚名義抄_天理図書館_観智院本	253	196	傗	傗	傗	傗										畜音			K0101242	音注声点無_類音注等	
F00276_03	F00276_03	30-048-02	類聚名義抄_天理図書館_観智院本	254	196	傗	傗	傗	傗									又許究反				K0101242	音注声点無_反切	
F00277_01	F00277_01	30-048-02	類聚名義抄_天理図書館_観智院本	255	197	仾	仾	仾	仾					平濁	平濁				音提（平濁）			K0101243	音注声点有_類音注等	
F00277_01b	F00277_01	30-048-02	類聚名義抄_天理図書館_観智院本	256	197	提	提	提	提					平濁	平濁				音提（平濁）			K0101243	音注声点有_類音注等	音注字
